id,building,carbon,climate,economy,energy,food,general,life,pollution,prod&cons,resources,transport,dedicated,total
10602,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01601,0,0,1,0,0,0,0,1,2,0,0,0,2,2
06601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44610,0,0,0,0,0,0,0,3,0,0,0,0,2,3
07604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43124,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43122,0,0,0,0,0,0,0,1,0,0,0,0,0,1
02221,0,0,0,0,1,0,0,0,0,0,0,0,1,1
03220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03221,0,0,0,0,0,0,0,1,0,0,0,0,0,1
06233,0,0,0,0,1,0,0,0,0,0,0,2,0,2
06232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06230,0,0,0,0,1,0,0,1,1,0,0,0,1,1
06225,0,0,1,1,1,0,0,4,2,0,2,2,5,7
06223,0,1,0,0,2,0,0,0,1,0,0,1,4,5
06224,0,0,0,0,3,0,0,0,0,0,0,1,2,3
06221,0,0,1,0,1,0,0,3,1,0,1,2,5,6
06222,0,0,0,1,1,0,0,1,1,0,1,1,2,2
06228,0,0,0,0,0,0,0,1,1,0,1,1,0,3
06226,0,0,0,0,0,0,0,1,0,0,0,0,0,1
