id,climate,energy,environment,resources,sustainability,dedicated
1036451-d71,0,0,0,0,0,0
1036292-c6d,0,0,0,0,0,0
1036292-87c,0,0,0,0,0,0
1036292-a5b,0,0,0,0,0,0
AAF1417,0,0,0,0,0,0
AAF1185,0,0,0,0,0,0
AAF1433,0,0,0,0,0,0
1035307,0,0,0,0,0,0
1035308-e9f,0,0,0,0,0,0
1035308-76e,0,0,0,0,0,0
1035308-718,0,0,0,0,0,0
1035308-fef,0,0,0,0,0,0
1036506-fa0,0,0,0,0,0,0
1036506-7d8,0,0,0,0,0,0
1036506-cc7,0,0,0,0,0,0
1036506-702,0,0,0,0,0,0
1035310-7ea,0,0,0,0,0,0
1035310-027,0,0,0,0,0,0
1035310-f40,0,0,0,0,0,0
1035310-ab5,0,0,0,0,0,0
1035311-52b,0,0,0,0,0,0
1035311-2b3,0,0,0,0,0,0
1035311-ab3,0,0,0,0,0,0
1035311-57c,0,0,0,0,0,0
1035312-2bd,0,0,0,0,0,0
1035312-45e,0,0,0,0,0,0
1035312-ca9,0,0,0,0,0,0
1035312-37f,0,0,0,0,0,0
1035313-8d5,0,0,0,0,0,0
1035313-6df,0,0,0,0,0,0
1035313-184,0,0,0,0,0,0
1035313-d35,0,0,0,0,0,0
1035126-1f5,0,0,0,0,0,0
1035126-2a9,0,0,0,0,0,0
1035145-e7d,0,0,0,0,0,0
1035145-a1c,0,0,0,0,0,0
1035145-0c4,0,0,0,0,0,0
1035145-492,0,0,0,0,0,0
1035315-0d4,0,0,0,0,0,0
1035315-fe8,0,0,0,0,0,0
1035315-896,0,0,0,0,0,0
1035315-9b4,0,0,0,0,0,0
1035317-6cc,0,0,0,0,0,0
1035317-3b1,0,0,0,0,0,0
1035317-419,0,0,0,0,0,0
1035317-099,0,0,0,0,0,0
1035318-607,0,0,0,0,0,0
1035318-f4c,0,0,0,0,0,0
AAF1401,0,0,0,0,0,0
1035316,0,0,0,0,0,0
AAF1398,0,0,0,0,0,0
AAF1004,0,0,0,0,0,0
1034829-d4e,0,0,0,0,0,0
1034829-eaf,0,0,0,0,0,0
1034829-7e2,0,0,0,0,0,0
1034829-5c0,0,0,0,0,0,0
1034830-e82,0,0,0,0,0,0
1034830-e1b,0,0,0,0,0,0
1034830-abb,0,0,0,0,0,0
1034831-682,0,0,0,0,0,0
1034831-805,0,0,0,0,0,0
1034831-e7a,0,0,0,0,0,0
1034831-4b3,0,0,0,0,0,0
1047789-0b7,0,0,0,0,0,0
1047789-c53,0,0,0,0,0,0
1047789-163,0,0,0,0,0,0
1047789-64e,0,0,0,0,0,0
1034868-2f0,0,0,0,0,0,0
1034868-fb1,0,0,0,0,0,0
1034868-36e,0,0,0,0,0,0
1034868-241,0,0,0,0,0,0
1036395-b60,0,0,0,0,0,0
1036395-d69,0,0,0,0,0,0
1036395-eec,0,0,0,0,0,0
1035543,0,0,0,0,0,0
1034869-912,0,0,0,0,0,0
1034869-8cd,0,0,0,0,0,0
1034869-adc,0,0,0,0,0,0
1034870-f1f,0,0,0,0,0,0
1034870-269,0,0,0,0,0,0
1034870-1b6,0,0,0,0,0,0
1034871-dc2,0,0,0,0,0,0
1034871-503,0,0,0,0,0,0
1034871-1ce,0,0,0,0,0,0
1036030-29c,0,0,0,0,0,0
1036030-fd7,0,0,0,0,0,0
1036030-268,0,0,0,0,0,0
1034873-063,0,0,0,0,0,0
1034873-b45,0,0,0,0,0,0
1034873-9b9,0,0,0,0,0,0
1034840-62f,0,0,0,0,0,0
1034840-347,0,0,0,0,0,0
1034840-7c7,0,0,0,0,0,0
1034840-357,0,0,0,0,0,0
1034840-04d,0,0,0,0,0,0
1035546,0,0,0,0,0,0
1034841-c80,0,0,0,0,0,0
1034841-397,0,0,0,0,0,0
1034841-9bf,0,0,0,0,0,0
1034874-878,0,0,0,0,0,0
1034874-9dd,0,0,0,0,0,0
1034874-832,0,0,0,0,0,0
1034875-399,0,0,0,0,0,0
1034875-0a1,0,0,0,0,0,0
1034875-b59,0,0,0,0,0,0
1034844-a21,0,0,0,0,0,0
1034844-cc9,0,0,0,0,0,0
1034844-b29,0,0,0,0,0,0
1034844-e77,0,0,0,0,0,0
AAF1404,0,0,0,0,0,0
1035548,0,0,0,0,0,0
1034829-9a4,0,0,0,0,0,0
1034829-3da,0,0,0,0,0,0
1034829-e10,0,0,0,0,0,0
1034829-19b,0,0,0,0,0,0
1034830-f88,0,0,0,0,0,0
1034830-bbd,0,0,0,0,0,0
1034830-4c5,0,0,0,0,0,0
1034831-4f3,0,0,0,0,0,0
1034831-d3f,0,0,0,0,0,0
1034831-a88,0,0,0,0,0,0
1034831-331,0,0,0,0,0,0
1034832-031,0,0,0,0,0,0
1034832-f8b,0,0,0,0,0,0
1034832-853,0,0,0,0,0,0
1034900-bc3,0,0,0,0,0,0
1034900-c9f,0,0,0,0,0,0
1034900-fd0,0,0,0,0,0,0
1034900-539,0,0,0,0,0,0
1036395-d98,0,0,0,0,0,0
1036395-4cf,0,0,0,0,0,0
1036395-db3,0,0,0,0,0,0
1035523,0,0,0,0,0,0
1034901-9f4,0,0,0,0,0,0
1034901-f5c,0,0,0,0,0,0
1034901-bd9,0,0,0,0,0,0
1034901-7f9,0,0,0,0,0,0
1034902-c7a,0,0,0,0,0,0
1034902-795,0,0,0,0,0,0
1034902-5ee,0,0,0,0,0,0
1034902-f15,0,0,0,0,0,0
1036453-93c,0,0,0,0,0,0
1036453-12b,0,0,0,0,0,0
1036453-1d6,0,0,0,0,0,0
1036453-6b8,0,0,0,0,0,0
1034904-786,0,0,0,0,0,0
1034904-e75,0,0,0,0,0,0
1034904-baf,0,0,0,0,0,0
1034904-0fa,0,0,0,0,0,0
1034905-62d,0,0,0,0,0,0
1034905-beb,0,0,0,0,0,0
1034905-4f2,0,0,0,0,0,0
1034840-cfb,0,0,0,0,0,0
1034840-4ab,0,0,0,0,0,0
1034840-c34,0,0,0,0,0,0
1034840-2b3,0,0,0,0,0,0
1034840-42c,0,0,0,0,0,0
1035525,0,0,0,0,0,0
1034841-593,0,0,0,0,0,0
1034841-834,0,0,0,0,0,0
1034841-2e4,0,0,0,0,0,0
1034906-f5e,0,0,0,0,0,0
1034906-2b2,0,0,0,0,0,0
1034906-7ce,0,0,0,0,0,0
1034907-50d,0,0,0,0,0,0
1034907-965,0,0,0,0,0,0
1034907-af5,0,0,0,0,0,0
1034844-d4d,0,0,0,0,0,0
1034844-104,0,0,0,0,0,0
1034844-4e8,0,0,0,0,0,0
1034844-894,0,0,0,0,0,0
1035527,0,0,0,0,0,0
1034829-ed7,0,0,0,0,0,0
1034829-f26,0,0,0,0,0,0
1034829-230,0,0,0,0,0,0
1034829-3a4,0,0,0,0,0,0
1034830-c3d,0,0,0,0,0,0
1034830-681,0,0,0,0,0,0
1034830-eee,0,0,0,0,0,0
1034831-e9c,0,0,0,0,0,0
1034831-cc0,0,0,0,0,0,0
1034831-e49,0,0,0,0,0,0
1034831-7f9,0,0,0,0,0,0
1034832-b9f,0,0,0,0,0,0
1034832-899,0,0,0,0,0,0
1034832-4bc,0,0,0,0,0,0
1034900-4b1,0,0,0,0,0,0
1034900-02f,0,0,0,0,0,0
1034900-a06,0,0,0,0,0,0
1034900-116,0,0,0,0,0,0
1036395-1cc,0,0,0,0,0,0
1036395-0f2,0,0,0,0,0,0
1036395-d92,0,0,0,0,0,0
1034901-b63,0,0,0,0,0,0
1034901-7dc,0,0,0,0,0,0
1034901-688,0,0,0,0,0,0
1034901-eeb,0,0,0,0,0,0
1034902-f47,0,0,0,0,0,0
1034902-5fc,0,0,0,0,0,0
1034902-ba0,0,0,0,0,0,0
1034902-5f5,0,0,0,0,0,0
1036453-14d,0,0,0,0,0,0
1036453-bbd,0,0,0,0,0,0
1036453-197,0,0,0,0,0,0
1036453-24c,0,0,0,0,0,0
1034904-513,0,0,0,0,0,0
1034904-8d1,0,0,0,0,0,0
1034904-2a7,0,0,0,0,0,0
1034904-431,0,0,0,0,0,0
1034905-d47,0,0,0,0,0,0
1034905-bec,0,0,0,0,0,0
1034905-2af,0,0,0,0,0,0
1034840-085,0,0,0,0,0,0
1034840-723,0,0,0,0,0,0
1034840-67e,0,0,0,0,0,0
1034840-940,0,0,0,0,0,0
1034841-973,0,0,0,0,0,0
1034841-b79,0,0,0,0,0,0
1034841-3dd,0,0,0,0,0,0
1034906-694,0,0,0,0,0,0
1034906-2ba,0,0,0,0,0,0
1034906-d8f,0,0,0,0,0,0
1034907-1f8,0,0,0,0,0,0
1034907-627,0,0,0,0,0,0
1034907-b59,0,0,0,0,0,0
1034844-11d,0,0,0,0,0,0
1034844-f78,0,0,0,0,0,0
1034844-6c5,0,0,0,0,0,0
1034844-f00,0,0,0,0,0,0
1042078,0,0,0,0,0,0
100938,0,0,0,0,0,0
10596252-3a1,0,0,0,0,0,0
10596252-a87,0,0,0,0,0,0
97566,0,0,0,0,0,0
1011790,0,0,0,0,0,0
1052132-eee,0,0,0,0,0,0
1052132-71d,0,0,0,0,0,0
10596264-464,0,0,0,0,0,0
10596264-b41,0,0,0,0,0,0
10596262-35b,0,0,0,0,0,0
1052074-58e,0,0,0,0,0,0
1010917,0,0,0,0,0,0
1035250,0,0,0,0,0,0
10596269-7d6,0,0,0,0,0,0
10596269-29a,0,0,0,0,0,0
10596285-de0,0,0,0,0,0,0
10596285-721,0,0,0,0,0,0
10596262-d05,0,0,0,0,0,0
10596263-34f,0,0,0,0,0,0
10596263-43f,0,0,0,0,0,0
1052074-51b,0,0,0,0,0,0
1022555,0,0,0,0,0,0
1041619,0,0,0,0,0,0
10596253-907,0,0,0,0,0,0
10596253-380,0,0,0,0,0,0
1041822-c94,0,0,0,0,0,0
1041822-7ec,0,0,0,0,0,0
AAF1050,0,0,0,0,0,0
AAF1086,0,0,0,0,0,0
AAF1001,0,0,0,0,0,0
1035041-a4d,0,0,0,0,0,0
1035041-cd8,0,0,0,0,0,0
1035041-26d,0,0,0,0,0,0
1035041-557,0,0,0,0,0,0
1036213-aa7,0,0,0,0,0,0
1036213-b19,0,0,0,0,0,0
1036213-52d,0,0,0,0,0,0
1051496-eed,0,0,0,0,0,0
1051496-5b4,0,0,0,0,0,0
1051496-b0c,0,0,0,0,0,0
1035212-d07,0,0,0,0,0,0
AAF1416,0,0,0,0,0,0
1035314,0,0,0,0,0,0
1035212-65c,0,0,0,0,0,0
1035212-ee1,0,0,0,0,0,0
1035126-7ee,0,0,0,0,0,0
1035213-67b,0,0,0,0,0,0
1035126-d04,0,0,0,0,0,0
1035213-383,0,0,0,0,0,0
1035126-46d,0,0,0,0,0,0
1035213-473,0,0,0,0,0,0
AAF1778,0,0,0,0,0,0
1035518,0,0,0,0,0,0
1051490-93d,0,0,0,0,0,0
1051490-121,0,0,0,0,0,0
1051490-dfb,0,0,0,0,0,0
1051490-f84,0,0,0,0,0,0
1051706-949,0,0,0,0,0,0
1051706-511,0,0,0,0,0,0
1051706-f11,0,0,0,0,0,0
1052197-938,0,0,0,0,0,0
1052197-834,0,0,0,0,0,0
1052197-4f3,0,0,0,0,0,0
1035049-273,0,0,0,0,0,0
1035049-5df,0,0,0,0,0,0
1035049-f90,0,0,0,0,0,0
1035049-d04,0,0,0,0,0,0
1052196-78e,0,0,0,0,0,0
1052196-7f9,0,0,0,0,0,0
1051707-a05,0,0,0,0,0,0
1051707-7d9,0,0,0,0,0,0
1035516,0,0,0,0,0,0
1051708-823,0,0,0,0,0,0
1051708-b00,0,0,0,0,0,0
1051709-e7e,0,0,0,0,0,0
1051709-947,0,0,0,0,0,0
1051709-c28,0,0,0,0,0,0
1051710-277,0,0,0,0,0,0
1051710-099,0,0,0,0,0,0
1051710-b27,0,0,0,0,0,0
1051710-702,0,0,0,0,0,0
1052198-da9,0,0,0,0,0,0
1052198-ef9,0,0,0,0,0,0
1052198-c8f,0,0,0,0,0,0
1035288-f38,0,0,0,0,0,0
1035288-6f5,0,0,0,0,0,0
1035288-d47,0,0,0,0,0,0
1035288-72e,0,0,0,0,0,0
1035515,0,0,0,0,0,0
AAF1405,0,0,0,0,0,0
AAF1003,0,0,0,0,0,0
1056296-076,0,0,0,0,0,0
1056296-649,0,0,0,0,0,0
1056296-dca,0,0,0,0,0,0
1056296-d62,0,0,0,0,0,0
1056117-e59,0,0,0,0,0,0
1056117-71d,0,0,0,0,0,0
AAF1426,0,0,0,0,0,0
1056116-e9f,0,0,0,0,0,0
1056116-c9a,0,0,0,0,0,0
1056116-a45,0,0,0,0,0,0
1056116-4da,0,0,0,0,0,0
1056116-127,0,0,0,0,0,0
1056115-bba,0,0,0,0,0,0
1056115-909,0,0,0,0,0,0
1056115-162,0,0,0,0,0,0
1056115-aa0,0,0,0,0,0,0
1056108-6e6,0,0,0,0,0,0
1056108-044,0,0,0,0,0,0
1056108-3e3,0,0,0,0,0,0
1056110-a03,0,0,0,0,0,0
1056110-5da,0,0,0,0,0,0
1056110-ef8,0,0,0,0,0,0
1056110-ecd,0,0,0,0,0,0
AAF1427,0,0,0,0,0,0
1056114-10d,0,0,0,0,0,0
1056114-6c9,0,0,0,0,0,0
1056114-6c7,0,0,0,0,0,0
1056114-fc7,0,0,0,0,0,0
1056114-a32,0,0,0,0,0,0
1056295-a69,0,0,0,0,0,0
1056295-cd1,0,0,0,0,0,0
1056295-23a,0,0,0,0,0,0
1056295-ac6,0,0,0,0,0,0
AAF1428,0,0,0,0,0,0
1056113-824,0,0,0,0,0,0
1056113-a59,0,0,0,0,0,0
1056113-63a,0,0,0,0,0,0
1056113-4c0,0,0,0,0,0,0
1056112-c22,0,0,0,0,0,0
1056112-d49,0,0,0,0,0,0
1056112-3e7,0,0,0,0,0,0
1056112-fc9,0,0,0,0,0,0
1056120-4fd,0,0,0,0,0,0
1056120-7e3,0,0,0,0,0,0
1056120-f1b,0,0,0,0,0,0
1056121-5c7,0,0,0,0,0,0
1056121-bf3,0,0,0,0,0,0
1056121-67d,0,0,0,0,0,0
1036419-fbe,0,0,0,0,0,0
1036419-b5e,0,0,0,0,0,0
1036419-1fe,0,0,0,0,0,0
1036419-352,0,0,0,0,0,0
1036421-da4,0,0,0,0,0,0
1036421-c3f,0,0,0,0,0,0
1036421-0f6,0,0,0,0,0,0
1036421-8f6,0,0,0,0,0,0
1036322-205,0,0,0,0,0,0
1036322-e62,0,0,0,0,0,0
1035207-0a2,0,0,0,0,0,0
1035207-ed6,0,0,0,0,0,0
1035185-63a,0,0,0,0,0,0
1035185-1c6,0,0,0,0,0,0
1035181-44c,0,0,0,0,0,0
1035181-353,0,0,0,0,0,0
1035181-d09,0,0,0,0,0,0
1036372,0,0,0,0,0,0
1035209-ddd,0,0,0,0,0,0
1035209-87b,0,0,0,0,0,0
1036280-85a,0,0,0,0,0,0
1036280-2e1,0,0,0,0,0,0
1036280-d65,0,0,0,0,0,0
1036279-93d,0,0,0,0,0,0
1036279-31b,0,0,0,0,0,0
1036279-401,0,0,0,0,0,0
1036449-dc2,0,0,0,0,0,0
1036449-931,0,0,0,0,0,0
1036449-3e0,0,0,0,0,0,0
1036449-268,0,0,0,0,0,0
1036215-c95,0,0,0,0,0,0
1036215-1b3,0,0,0,0,0,0
1036215-a91,0,0,0,0,0,0
1036215-1c7,0,0,0,0,0,0
AAF1419,0,0,0,0,0,0
1036204,0,0,0,0,0,0
1036260-3c9,0,0,0,0,0,0
1036260-79c,0,0,0,0,0,0
1036260-026,0,0,0,0,0,0
1036274-e27,0,0,0,0,0,0
1036274-e2f,0,0,0,0,0,0
1036028-620,0,0,0,0,0,0
1036028-0a8,0,0,0,0,0,0
1036028-8ca,0,0,0,0,0,0
1036028-8bb,0,0,0,0,0,0
1036028-903,0,0,0,0,0,0
1035211-d90,0,0,0,0,0,0
1035211-9dc,0,0,0,0,0,0
1036109-aaa,0,0,0,0,0,0
1036109-9b9,0,0,0,0,0,0
1036109-fc6,0,0,0,0,0,0
AAF1186,0,0,0,0,0,0
1036429,0,0,0,0,0,0
1036419-1ed,0,0,0,0,0,0
1036419-8ed,0,0,0,0,0,0
1036419-81c,0,0,0,0,0,0
1036419-f9c,0,0,0,0,0,0
1036421-a45,0,0,0,0,0,0
1036421-043,0,0,0,0,0,0
1036421-0ed,0,0,0,0,0,0
1036421-f9d,0,0,0,0,0,0
1036322-b23,0,0,0,0,0,0
1036322-a09,0,0,0,0,0,0
1035207-ed7,0,0,0,0,0,0
1035207-314,0,0,0,0,0,0
1035185-774,0,0,0,0,0,0
1035185-ea9,0,0,0,0,0,0
1035181-81d,0,0,0,0,0,0
1035181-1e9,0,0,0,0,0,0
1035181-98f,0,0,0,0,0,0
1035209-3d3,0,0,0,0,0,0
1035209-492,0,0,0,0,0,0
1036280-87c,0,0,0,0,0,0
1036280-d9f,0,0,0,0,0,0
1036280-281,0,0,0,0,0,0
1036279-bba,0,0,0,0,0,0
1036279-3a0,0,0,0,0,0,0
1036279-903,0,0,0,0,0,0
1036449-0cb,0,0,0,0,0,0
1036449-71b,0,0,0,0,0,0
1036449-af5,0,0,0,0,0,0
1036449-ae2,0,0,0,0,0,0
1036215-43a,0,0,0,0,0,0
1036215-5c0,0,0,0,0,0,0
1036215-2d1,0,0,0,0,0,0
1036215-9d4,0,0,0,0,0,0
1036260-275,0,0,0,0,0,0
1036260-20c,0,0,0,0,0,0
1036260-845,0,0,0,0,0,0
1036274-c31,0,0,0,0,0,0
1036274-f2d,0,0,0,0,0,0
1036028-fe4,0,0,0,0,0,0
1036028-0dc,0,0,0,0,0,0
1036028-813,0,0,0,0,0,0
1036028-397,0,0,0,0,0,0
1036028-38f,0,0,0,0,0,0
1035211-9d0,0,0,0,0,0,0
1035211-532,0,0,0,0,0,0
1036109-912,0,0,0,0,0,0
1036109-cf8,0,0,0,0,0,0
1036109-cb7,0,0,0,0,0,0
1035041-c07,0,0,0,0,0,0
1035041-c62,0,0,0,0,0,0
1035041-c0a,0,0,0,0,0,0
1035041-59a,0,0,0,0,0,0
1036213-dac,0,0,0,0,0,0
1036213-c99,0,0,0,0,0,0
1036213-725,0,0,0,0,0,0
1035043-310,0,0,0,0,0,0
1035043-73f,0,0,0,0,0,0
1035043-ba4,0,0,0,0,0,0
1035043-e3c,0,0,0,0,0,0
1052131-8ef,0,0,0,0,0,0
1052131-021,0,0,0,0,0,0
1052076-239,0,0,0,0,0,0
1052076-666,0,0,0,0,0,0
1052076-12e,0,0,0,0,0,0
1052078-01d,0,0,0,0,0,0
1052078-f41,0,0,0,0,0,0
1052078-f3f,0,0,0,0,0,0
1035524,0,0,0,0,0,0
1052134-970,0,0,0,0,0,0
1052134-daf,0,0,0,0,0,0
1052134-18e,0,0,0,0,0,0
1052134-55f,0,0,0,0,0,0
1052075-e26,0,0,0,0,0,0
1052075-c9c,0,0,0,0,0,0
