id,building,carbon,climate,economy,energy,food,general,life,pollution,prod&cons,resources,transport,dedicated
5296889E-0913-4DA3-A155-3ED75FCF022A,0,0,0,0,0,0,0,0,0,0,0,0,0
37A2CC71-4B17-4C5E-ADD5-1674A972A843,0,0,0,0,0,0,0,0,0,0,0,0,0
3D4D0D9B-5247-4540-80E7-AD6AA4D41C16,0,0,0,0,0,0,0,0,0,0,0,0,0
FA5F7329-FE8E-42CF-B755-633B24B1B1BA,0,0,0,0,0,0,0,0,0,0,0,0,0
321341F1-B030-44FC-97CD-32AFE995A648,0,0,0,0,0,0,0,0,0,0,0,0,0
CB764809-77EE-4B6E-8B0C-B5E509EA10F1,0,0,0,0,0,0,0,0,0,0,0,0,0
2212101E-1321-4B62-B17A-3AD53CC89228,0,0,0,0,0,0,0,0,0,0,0,0,0
BFAA305A-5405-4A34-B174-7EA03322B744,0,0,0,0,0,0,0,0,0,0,0,0,0
D06BA69D-651E-452F-A4E2-20BB01F80987,0,0,0,0,0,0,0,0,0,0,0,0,0
E25C3965-C812-4BA2-B61A-E4DA7F99A9CA,0,0,0,0,0,0,0,0,0,0,0,0,0
AF948B44-7A60-40B1-8614-22B27F5F54A7,0,0,0,0,0,0,0,0,0,0,0,0,0
CDB5D927-7044-4E57-A48D-A1176403C237,0,0,0,0,0,0,0,0,0,0,0,0,0
0B28EEC7-9476-4480-84B8-D2DA0E6F8BE4,0,0,0,0,0,0,0,0,0,0,0,0,0
DCE5F2D6-2604-4AB9-B31E-F8550FF42775,0,0,0,0,0,0,0,0,0,0,0,0,0
F64788EE-042E-41A3-A8D5-B7C2374188A4,0,0,0,0,0,0,0,0,0,0,0,0,0
7F60688D-4245-4037-8299-D753B923CF62,0,0,0,0,0,0,0,0,0,0,0,0,0
02B03503-895A-4A83-BCD7-F50FB691E515,0,0,0,0,0,0,0,0,0,0,0,0,0
9162C8E8-0C35-4404-AB0F-C24BF0C882A3,0,0,0,0,0,0,0,0,0,0,0,0,0
10ED85A6-3B18-4B1C-920A-5E197396D5B5,0,0,0,0,0,0,0,0,0,0,0,0,0
6BD126C1-2A73-4916-802C-69ABC8815A64,0,0,0,0,0,0,0,0,0,0,0,0,0
EE695C7F-D2DA-4FAE-AA9E-BB620BF1299B,0,0,0,0,0,0,0,0,0,0,0,0,0
E1A46164-3C4B-4587-9838-1200941F25C1,0,0,0,0,0,0,0,0,0,0,0,0,0
49FE202E-DC89-4003-A7D3-D28CFAA578FF,0,0,0,0,0,0,0,0,0,0,0,0,0
DE046601-9B23-4C11-A59A-0CE9FDE89CA7,0,0,0,0,0,0,0,0,0,0,0,0,0
596D6F6A-CC2A-4B7E-9145-4FC18E2A9853,0,0,0,0,0,0,0,0,0,0,0,0,0
122A23A1-3079-49D9-BC7D-BB98332879F8,0,0,0,0,0,0,0,0,0,0,0,0,0
BC754D33-E407-4C0E-A9AB-3A22725B3B64,0,0,0,0,0,0,0,0,0,0,0,0,0
536CC459-709F-4CBA-86B3-69E10BE32E21,0,0,0,0,0,0,0,0,0,0,0,0,0
35A5A47C-3440-469B-AF8A-A150EB8BBC28,0,0,0,0,0,0,0,0,0,0,0,0,0
5B033521-9A1B-4C11-8960-FC485271561A,0,0,0,0,0,0,0,0,0,0,0,0,0
FF26F965-8774-4AA0-988A-8EEE427E11D7,0,0,0,0,0,0,0,0,0,0,0,0,0
D8E98879-6984-4002-9B20-E3A8870242FD,0,0,0,0,0,0,0,0,0,0,0,0,0
811512A0-DDA7-43F7-9558-2E33646008F0,0,0,0,0,0,0,0,0,0,0,0,0,0
49FCE725-2E47-4C5F-8525-6E518BA877D4,0,0,0,0,0,0,0,0,0,0,0,0,0
8B742CEE-22D8-4A70-AF88-90F8466579CE,0,0,0,0,0,0,0,0,0,0,0,0,0
D4EF1033-3D5A-442A-AB23-6CCDBB9A308E,0,0,0,0,0,0,0,0,0,0,0,0,0
5D4C8469-393A-4ABF-9CD7-EEAACDD1721C,0,0,0,0,0,0,0,0,0,0,0,0,0
DFAFEB37-BA55-4A4A-8D4A-B6FEBE8D0808,0,0,0,0,0,0,0,0,0,0,0,0,0
D04A37A9-6D73-463F-98B3-5C56B21B4652,0,0,0,0,0,0,0,0,0,0,0,0,0
24498BDE-5757-474E-8F3D-DB8905A3B145,0,0,0,0,0,0,0,0,0,0,0,0,0
644F9AD3-B0E3-4C41-BFDB-1CBA674B7D0D,0,0,0,0,0,0,0,0,0,0,0,0,0
EFAF86EA-3B80-452E-AF92-D849D4E64479,0,0,0,0,0,0,0,0,0,0,0,0,0
8582101E-1F93-4C9D-9F0A-EB496E20F5A9,0,0,0,0,0,0,0,0,0,0,0,0,0
89B3E175-6BDD-478D-B527-A10181603010,0,0,0,0,0,0,0,0,0,0,0,0,0
265BAAA3-7871-419D-BFF4-67991AB69A88,0,0,0,0,0,0,0,0,0,0,0,0,0
61A349BC-5A97-4F59-87FE-7ACDF4954D4A,0,0,0,0,0,0,0,0,0,0,0,0,0
5A3FB39F-A281-425D-94C2-DAD1F00E7928,0,0,0,0,0,0,0,0,0,0,0,0,0
2F52A3CE-D535-4B19-8D0B-9B4F2CF81AB0,0,0,0,0,0,0,0,0,0,0,0,0,0
A99A371C-FA22-42C7-96C6-DC63C9C8DAF2,0,0,0,0,0,0,0,0,0,0,0,0,0
85633751-642A-45E1-8DF9-9A111E36773F,0,0,0,0,0,0,0,0,0,0,0,0,0
95CDC878-7E03-4D58-AA3B-54542C7069EA,0,0,0,0,0,0,0,0,0,0,0,0,0
6805F886-AFD7-4DBD-92C8-430211FDF2A9,0,0,0,0,0,0,0,0,0,0,0,0,0
7A205F32-1B72-4AC1-BC3D-C66D0A516F4D,0,0,0,0,0,0,0,0,0,0,0,0,0
A00924FC-264B-4444-987D-BB4F9B53F339,0,0,0,0,0,0,0,0,0,0,0,0,0
18354,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,0,0,0,0,0,0,0,0,0,0,0,0,0
18355,0,0,0,0,0,0,0,0,0,0,0,0,0
2E93CA08-F21C-4D99-8826-60C6C7FE167B,0,0,0,0,0,0,0,0,0,0,0,0,0
BD82C4B0-0263-46A9-BFC9-2F0012E73776,0,0,0,0,0,0,0,0,0,0,0,0,0
18368,0,0,0,0,0,0,0,0,0,0,0,0,0
18375,0,0,0,0,0,0,0,0,0,0,0,0,0
79C21D97-0C64-4C4E-A5AE-8C52CC9C06E0,0,0,0,0,0,0,0,0,0,0,0,0,0
691A40ED-208D-4369-BEB7-5945E28F42D0,0,0,0,0,0,0,0,0,0,0,0,0,0
18351,0,0,0,0,0,0,0,0,0,0,0,0,0
8BD4E00C-3AAC-4801-9004-79ADB7EAF531,0,0,0,0,0,0,0,0,0,0,0,0,0
18367,0,0,0,0,0,0,0,0,0,0,0,0,0
04C2A817-1B6B-4B5F-B623-CBA0D58C5BC5,0,0,0,0,0,0,0,0,0,0,0,0,0
18364,0,0,0,0,0,0,0,0,0,0,0,0,0
18365,0,0,0,0,0,0,0,0,0,0,0,0,0
18366,0,0,0,0,0,0,0,0,0,0,0,0,0
18361,0,0,0,0,0,0,0,0,0,0,0,0,0
18362,0,0,0,0,0,0,0,0,0,0,0,0,0
18358,0,0,0,0,0,0,0,0,0,0,0,0,0
18363,0,0,0,0,0,0,0,0,0,0,0,0,0
18357,0,0,0,0,0,0,0,0,0,0,0,0,0
18360,0,0,0,0,0,0,0,0,0,0,0,0,0
18359,0,0,0,0,0,0,0,0,0,0,0,0,0
18352,0,0,0,0,0,0,0,0,0,0,0,0,0
18356,0,0,0,0,0,0,0,0,0,0,0,0,0
18387,0,0,0,0,0,0,0,0,0,0,0,0,0
18374,0,0,0,0,0,0,0,0,0,0,0,0,0
18369,0,0,0,0,0,0,0,0,0,0,0,0,0
18384,0,0,0,0,0,0,0,0,0,0,0,0,0
18373,0,0,0,0,0,0,0,0,0,0,0,0,0
6DDE0264-7BE9-4E9C-BC95-05A483054F96,0,0,0,0,0,0,0,0,0,0,0,0,0
18386,0,0,0,0,0,0,0,0,0,0,0,0,0
051B8BE1-2EDB-43CB-BBA1-6522437D5024,0,0,0,0,0,0,0,0,0,0,0,0,0
18371,0,0,0,0,0,0,0,0,0,0,0,0,0
911380F0-8F54-41E9-B47B-4FE4607EBA49,0,0,0,0,0,0,0,0,0,0,0,0,0
18385,0,0,0,0,0,0,0,0,0,0,0,0,0
F3CA72BA-C75C-4BD3-B7FF-61C47E2E0854,0,0,0,0,0,0,0,0,0,0,0,0,0
9796E3A2-9E59-4B08-BAD9-51F403ECE4F0,0,0,0,0,0,0,0,0,0,0,0,0,0
18383,0,0,0,0,0,0,0,0,0,0,0,0,0
E5F863F0-05A6-4DCE-BA8A-A8ECC99FEECD,0,0,0,0,0,0,0,0,0,0,0,0,0
18372,0,0,0,0,0,0,0,0,0,0,0,0,0
81F12C25-E647-4239-AEC2-2FF984F6244B,0,0,0,0,0,0,0,0,0,0,0,0,0
18370,0,0,0,0,0,0,0,0,0,0,0,0,0
18388,0,0,0,0,0,0,0,0,0,0,0,0,0
143F1FB4-E75D-4770-8855-8B6081758141,0,0,0,0,0,0,0,0,0,0,0,0,0
55569B7A-CD60-43C2-93E4-C12BE033718A,0,0,0,0,0,0,0,0,0,0,0,0,0
0998DE59-24DE-4CA1-A853-56D35BD1A7ED,0,0,0,0,0,0,0,0,0,0,0,0,0
20E411F3-A00C-4037-893C-050802B0D0F5,0,0,0,0,0,0,0,0,0,0,0,0,0
EBE06C30-CC08-417D-A365-E678AA5FD8D2,0,0,0,0,0,0,0,0,0,0,0,0,0
EACDF486-4286-4EDC-BD09-69D0981CF883,0,0,0,0,0,0,0,0,0,0,0,0,0
F2698FB5-DC9C-4C2F-97B6-6DA14C4D2195,0,0,0,0,0,0,0,0,0,0,0,0,0
568A50EA-46F3-4877-B6D6-E75A06E2BC98,0,0,0,0,0,0,0,0,0,0,0,0,0
29A42766-5B0A-47C7-9F0E-95067C9FDB0A,0,0,0,0,0,0,0,0,0,0,0,0,0
354551F7-03C3-4D7F-9F81-85342D6E864B,0,0,0,0,0,0,0,0,0,0,0,0,0
8C1728E6-A0B1-4EE6-A73B-8B818D31B6AA,0,0,0,0,0,0,0,0,0,0,0,0,0
23B83EE2-827A-4D18-9F68-14FBC1E462BE,0,0,0,0,0,0,0,0,0,0,0,0,0
323C9852-EEBC-40AD-90FB-4FF35B115404,0,0,0,0,0,0,0,0,0,0,0,0,0
42CE6F73-BAE7-45C2-A832-C60208AC692D,0,0,0,0,0,0,0,0,0,0,0,0,0
ED0E9AEC-DB13-41C4-A330-D33663C6DDA5,0,0,0,0,0,0,0,0,0,0,0,0,0
3DAF0C34-DDEC-442B-94DC-B561A035711F,0,0,0,0,0,0,0,0,0,0,0,0,0
F54A1D76-A002-4155-9D41-DF7ECBB34E53,0,0,0,0,0,0,0,0,0,0,0,0,0
910EE9BD-A2BA-43DD-A5D3-A0509C2DBEEF,0,0,0,0,0,0,0,0,0,0,0,0,0
1EAF254C-4B12-4A6A-92E7-CA543E41C9AB,0,0,0,0,0,0,0,0,0,0,0,0,0
43781AA3-9EF3-4F41-AA16-933DC759C3B4,0,0,0,0,0,0,0,0,0,0,0,0,0
468ACDFD-7288-40EE-B03F-F6D02DABDE49,0,0,0,0,0,0,0,0,0,0,0,0,0
60B3A98C-A77A-4AD2-9453-DAA19F6EF786,0,0,0,0,0,0,0,0,0,0,0,0,0
E5279C3B-DA04-4EB5-9D55-E2AFDE71235F,0,0,0,0,0,0,0,0,0,0,0,0,0
A07F90AA-08B4-4156-8A9F-2A8139EBBE0E,0,0,0,0,0,0,0,0,0,0,0,0,0
